eventid,iyear,imonth,iday,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,location,summary,alternative,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,gname,motive,nperps,nperpcap,weaptype1,weaptype1_txt,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,addnotes,dbsource
1.97703E+11,1977,3,30,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,1,Assassination,14,Private Citizens & Property,Ulster Volunteer Force (UVF),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97703E+11,1977,3,30,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,,,,0,0,7,Facility/Infrastructure Attack,1,Business,Independent Armed Revolutionary Commandos (CRIA),,,,8,Incendiary,0,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,31,0,,45,Colombia,3,South America,Bogota,Bogota,4.5981,-74.07603,,,,1,0,3,Bombing/Explosion,1,Business,National Liberation Army of Colombia (ELN),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,,,,PGIS
1.97703E+11,1977,3,31,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,,,,0,0,7,Facility/Infrastructure Attack,2,Government (General),Independent Armed Revolutionary Commandos (CRIA),,,,8,Incendiary,0,,,0,,,0,,,,PGIS
1.97703E+11,1977,3,31,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,,,,0,0,7,Facility/Infrastructure Attack,2,Government (General),Independent Armed Revolutionary Commandos (CRIA),,,,8,Incendiary,0,,,0,,,0,,,,PGIS
1.97704E+11,1977,4,0,1,28482,128,Mauritania,11,Sub-Saharan Africa,Unknown,Unknown,,,,,,1,0,6,Hostage Taking (Kidnapping),1,Business,Polisario Front,,,,13,Unknown,0,,,0,,,0,,,,PGIS
1.97704E+11,1977,4,0,0,,97,Israel,10,Middle East & North Africa,Jerusalem,Jerusalem,31.766496,35.21172,,,,1,0,3,Bombing/Explosion,19,Transportation,Palestinians,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97704E+11,1977,4,1,0,,604,Zaire,11,Sub-Saharan Africa,,Kapanga,,,,,,1,0,6,Hostage Taking (Kidnapping),1,Business,Soviet and Cuban-backed rebels/mercenaries,,,,13,Unknown,1,1,0,0,0,0,0,,,,State Department 1997 Document
1.97704E+11,1977,4,2,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Forkhill,54.081638,-6.448779,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Republican Action Force,,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97704E+11,1977,4,4,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belleek,54.482055,-8.088244,,,1,1,0,3,Bombing/Explosion,4,Military,Irish Republican Army (IRA),,,,6,Explosives/Bombs/Dynamite,1,,,,,,1,,,,CAIN
1.97704E+11,1977,4,5,0,,98,Italy,8,Western Europe,,Naples,40.840097,14.251636,,,,1,0,6,Hostage Taking (Kidnapping),8,Educational Institution,Unknown,,2,,13,Unknown,,,,,,,0,,,,PGIS
1.97704E+11,1977,4,5,0,,11,Argentina,3,South America,Buenos Aires,Buenos Aires,-34.6037,-58.381503,,,1,1,0,3,Bombing/Explosion,4,Military,Montoneros (Argentina),,1,,6,Explosives/Bombs/Dynamite,,,,,,,1,3,Minor (likely < $1 million),,PGIS
1.97704E+11,1977,4,6,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,54.99451,-7.319996,,,1,1,0,1,Assassination,4,Military,Irish Republican Army (IRA),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97704E+11,1977,4,7,0,,362,West Germany (FRG),8,Western Europe,,Karlsruhe,49.008085,8.403756,,,,1,0,1,Assassination,2,Government (General),Committee for the Safeguard of the Islamic Revolution,,2,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97704E+11,1977,4,7,0,,98,Italy,8,Western Europe,,Rome,41.89052,12.494249,,,,1,0,3,Bombing/Explosion,2,Government (General),Armed Proletarian Nuclei (NAP),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97704E+11,1977,4,8,0,,45,Colombia,3,South America,Cauca,Popayan,2.442137,-76.612379,,,,1,0,3,Bombing/Explosion,16,Telecommunication,Falange,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97704E+11,1977,4,8,0,,209,Turkey,10,Middle East & North Africa,,Ankara,,,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97704E+11,1977,4,8,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Moneymore,54.692009,-6.6703,,,,1,0,2,Armed Assault,3,Police,Irish Republican Army (IRA),,,,5,Firearms,2,,,,,,0,,,,CAIN
1.97704E+11,1977,4,9,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,,,,1,0,7,Facility/Infrastructure Attack,1,Business,Fuerzas Armadas de Liberacion Nacional (FALN),,,,8,Incendiary,0,,,0,,,1,,,,PGIS
1.97704E+11,1977,4,9,0,,217,United States,1,North America,California (U.S. State),San Francisco,37.777125,-122.419644,,,,1,0,3,Bombing/Explosion,2,Government (General),New World Liberation Front (NWLF),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,,,,PGIS
1.97704E+11,1977,4,9,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,1,Assassination,14,Private Citizens & Property,Irish Republican Army (IRA),,,,5,Firearms,0,,,,,,0,,,,CAIN
1.97704E+11,1977,4,9,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,,,,1,0,7,Facility/Infrastructure Attack,1,Business,Fuerzas Armadas de Liberacion Nacional (FALN),,,,8,Incendiary,0,,,0,,,1,4,Unknown,,PGIS
1.97704E+11,1977,4,9,0,,217,United States,1,North America,New York (U.S. State),New York City,40.71455,-74.007124,,,,1,0,7,Facility/Infrastructure Attack,1,Business,Fuerzas Armadas de Liberacion Nacional (FALN),,,,8,Incendiary,0,,,0,,,1,4,Unknown,,PGIS
1.97704E+11,1977,4,10,0,,603,United Kingdom,8,Western Europe,England,London,51.500152,-0.126236,,,,1,0,1,Assassination,2,Government (General),Unknown,,1,,5,Firearms,3,,,0,,,0,,,,PGIS
1.97704E+11,1977,4,10,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Ulster Volunteer Force (UVF),,,,6,Explosives/Bombs/Dynamite,1,,,,,,1,,,,CAIN
1.97704E+11,1977,4,10,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,1,Assassination,14,Private Citizens & Property,Irish Republican Army (IRA),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97704E+11,1977,4,11,0,,11,Argentina,3,South America,Buenos Aires,Buenos Aires,-34.6037,-58.381503,,,,1,0,1,Assassination,1,Business,Montoneros (Argentina),,,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97704E+11,1977,4,11,0,,49,Costa Rica,2,Central America & Caribbean,,San Jose,9.933333,-84.083333,,,1,1,0,3,Bombing/Explosion,4,Military,Revolutionary Commandos of Solidarity,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,4,Unknown,,PGIS
1.97704E+11,1977,4,11,0,,49,Costa Rica,2,Central America & Caribbean,,Alajuela,10.015949,-84.221124,,,,1,0,3,Bombing/Explosion,6,Airports & Aircraft,Revolutionary Commandos of Solidarity,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,4,Unknown,,PGIS
1.97704E+11,1977,4,11,0,,49,Costa Rica,2,Central America & Caribbean,,San Jose,9.933333,-84.083333,,,,1,0,3,Bombing/Explosion,6,Airports & Aircraft,Revolutionary Commandos of Solidarity,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,4,Unknown,,PGIS
1.97704E+11,1977,4,11,0,,217,United States,1,North America,California (U.S. State),Mountain View,37.389475,-122.081694,,,,1,0,2,Armed Assault,1,Business,New World Liberation Front (NWLF),,,,8,Incendiary,0,,,0,,,1,,,,PGIS
1.97704E+11,1977,4,12,0,,69,France,8,Western Europe,,Paris,48.856614,2.352222,,,,1,0,7,Facility/Infrastructure Attack,1,Business,Action Front for the Liberation of the Baltic Countries,,,,8,Incendiary,0,,,0,,,1,4,Unknown,,PGIS
1.97704E+11,1977,4,12,0,,69,France,8,Western Europe,,Paris,48.856614,2.352222,,,,1,0,7,Facility/Infrastructure Attack,7,Government (Diplomatic),Action Front for the Liberation of the Baltic Countries,,,,8,Incendiary,0,,,0,,,1,4,Unknown,,PGIS
1.97704E+11,1977,4,13,1,28317,69,France,8,Western Europe,,Paris,48.856614,2.352222,,,,1,0,6,Hostage Taking (Kidnapping),1,Business,Committee for the Defense of Italian Workers in France,,8,,13,Unknown,0,,,0,,,0,,,,PGIS
1.97704E+11,1977,4,13,0,,78,Greece,8,Western Europe,,Athens,37.97918,23.716647,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,8,Incendiary,0,0,,0,0,,1,,,,PGIS
1.97704E+11,1977,4,14,0,,185,Spain,8,Western Europe,,Madrid,40.416691,-3.700345,,,,1,0,2,Armed Assault,3,Police,Revolutionary Patriotic Anti-Fascist Front (FRAP),,,,8,Incendiary,,,,,,,1,3,Minor (likely < $1 million),,PGIS
1.97704E+11,1977,4,14,0,,217,United States,1,North America,California (U.S. State),Oakland,37.805065,-122.273024,,,,1,0,3,Bombing/Explosion,21,Utilities,New World Liberation Front (NWLF),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,,,,PGIS
1.97704E+11,1977,4,15,0,,45,Colombia,3,South America,Bogota,Bogota,4.601378,-74.076664,,,,1,0,1,Assassination,1,Business,Popular Liberation Army (EPL),,2,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97704E+11,1977,4,15,0,,362,West Germany (FRG),8,Western Europe,,Dusseldorf,51.213924,6.780691,,,,1,0,2,Armed Assault,1,Business,Unknown,,,,5,Firearms,0,,,0,,,1,4,Unknown,,PGIS
1.97704E+11,1977,4,15,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Londonderry,54.99451,-7.319996,,,1,1,0,1,Assassination,4,Military,Irish Republican Army (IRA),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97704E+11,1977,4,16,0,,94,Iran,10,Middle East & North Africa,East Azerbaijan,Tabriz,38.030161,46.356069,,,,0,0,2,Armed Assault,1,Business,Mujahedin-e Khalq (MEK),,,,5,Firearms,0,,,0,,,0,,,,PGIS
1.97704E+11,1977,4,16,0,,98,Italy,8,Western Europe,,Rome,41.89052,12.494249,,,,1,0,5,Hostage Taking (Barricade Incident),10,Journalists & Media,Unknown,,,,5,Firearms,,,,,,,1,3,Minor (likely < $1 million),,PGIS
1.97704E+11,1977,4,17,0,,217,United States,1,North America,California (U.S. State),Sonoma,38.291877,-122.457245,,,,1,0,3,Bombing/Explosion,21,Utilities,New World Liberation Front (NWLF),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,,,,PGIS
1.97704E+11,1977,4,18,0,,98,Italy,8,Western Europe,,Milan,45.463681,9.188171,,,,1,0,2,Armed Assault,1,Business,Armed Proletarian Nuclei (NAP),,,,5,Firearms,0,,,1,,,0,,,,PGIS
1.97704E+11,1977,4,19,0,,61,El Salvador,2,Central America & Caribbean,,San Salvador,13.69288,-89.199161,,,,1,0,6,Hostage Taking (Kidnapping),2,Government (General),People's Liberation Forces (FPL),,,,13,Unknown,1,,,0,,,0,,,,PGIS
1.97704E+11,1977,4,19,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Ballymena,54.863117,-6.278343,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Ulster Volunteer Force (UVF),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97704E+11,1977,4,20,0,,362,West Germany (FRG),8,Western Europe,,Memmelsdorf,49.932898,10.953262,,,,1,0,7,Facility/Infrastructure Attack,2,Government (General),Red Cell,,,,13,Unknown,0,,,0,,,1,,,,PGIS
1.97704E+11,1977,4,20,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,9,Unknown,14,Private Citizens & Property,Ulster Volunteer Force (UVF),,,,13,Unknown,2,,,,,,1,,,,CAIN
1.97704E+11,1977,4,21,0,,185,Spain,8,Western Europe,,Barcelona,41.387917,2.169919,,,,1,0,3,Bombing/Explosion,6,Airports & Aircraft,First of October Antifascist Resistance Group (GRAPO),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97704E+11,1977,4,21,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Republican Action Force,,,,5,Firearms,1,,,,,,1,,,,CAIN
1.97704E+11,1977,4,22,0,,98,Italy,8,Western Europe,,Turin,45.070562,7.686619,,,,1,0,2,Armed Assault,1,Business,Red Brigades,,,,5,Firearms,0,,,1,,,0,,,,PGIS
1.97704E+11,1977,4,23,0,,78,Greece,8,Western Europe,,Thessaloniki,40.639349,22.944616,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,8,Incendiary,0,0,,0,0,,1,,,,PGIS
1.97704E+11,1977,4,23,0,,78,Greece,8,Western Europe,,Thessaloniki,40.639349,22.944616,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Unknown,,,,8,Incendiary,0,0,,0,0,,1,3,Minor (likely < $1 million),,PGIS
1.97704E+11,1977,4,23,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Craigavon,54.448118,-6.387579,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Ulster Volunteer Force (UVF),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97704E+11,1977,4,25,0,,98,Italy,8,Western Europe,,Lucca,43.843014,10.507994,,,,1,0,2,Armed Assault,10,Journalists & Media,Unknown,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97704E+11,1977,4,25,0,,65,Ethiopia,11,Sub-Saharan Africa,Tigray,Mekele,13.480118,39.465894,,,,1,0,4,Hijacking,6,Airports & Aircraft,Eritrean Liberation Front,,2,,5,Firearms,3,,2,,,0,0,,,,Hijacking DB
1.97704E+11,1977,4,26,0,,217,United States,1,North America,California (U.S. State),Hillsborough,37.574923,-122.371025,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,New World Liberation Front (NWLF),,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,,,,PGIS
1.97704E+11,1977,4,27,0,,98,Italy,8,Western Europe,,Turin,45.070562,7.686619,,,,1,0,1,Assassination,8,Educational Institution,Red Brigades,,2,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97704E+11,1977,4,27,0,,69,France,8,Western Europe,,Lille,50.631368,3.065448,,,,1,0,7,Facility/Infrastructure Attack,7,Government (Diplomatic),Unknown,,,,8,Incendiary,0,,,0,,,1,4,Unknown,,PGIS
1.97704E+11,1977,4,28,1,28281,98,Italy,8,Western Europe,,Rome,41.89052,12.494249,,,,1,0,6,Hostage Taking (Kidnapping),8,Educational Institution,Unknown,,5,,13,Unknown,0,,,0,,,0,,,,PGIS
1.97704E+11,1977,4,29,0,,185,Spain,8,Western Europe,,Tolosa,43.136978,-2.073914,,,,1,0,1,Assassination,3,Police,Basque Fatherland and Freedom (ETA),,,,5,Firearms,1,,,0,,,0,,,,PGIS
1.97704E+11,1977,4,29,0,,43,Chile,3,South America,Santiago Metropolitan,Santiago,-33.559984,-70.55744,,,,0,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,0,,,,PGIS
1.97704E+11,1977,4,29,0,,362,West Germany (FRG),8,Western Europe,,Cologne,50.940664,6.959912,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Rote Zora,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97704E+11,1977,4,29,0,,209,Turkey,10,Middle East & North Africa,,Ankara,,,,,,1,0,3,Bombing/Explosion,2,Government (General),Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97704E+11,1977,4,29,0,,185,Spain,8,Western Europe,,Tolosa,43.136978,-2.073914,,,,1,0,2,Armed Assault,1,Business,Basque Fatherland and Freedom (ETA),,3,,5,Firearms,1,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97704E+11,1977,4,29,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Dungannon,54.502852,-6.769568,,,1,1,0,1,Assassination,4,Military,Irish Republican Army (IRA),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97704E+11,1977,4,30,0,,98,Italy,8,Western Europe,,Milan,45.463681,9.188171,,,,1,0,3,Bombing/Explosion,1,Business,Revolutionary Action,,,,6,Explosives/Bombs/Dynamite,,,,,,,1,3,Minor (likely < $1 million),,PGIS
1.97704E+11,1977,4,30,0,,98,Italy,8,Western Europe,,Florence,43.768732,11.256901,,,,1,0,3,Bombing/Explosion,3,Police,Unknown,,,,6,Explosives/Bombs/Dynamite,0,,0,0,,0,1,3,Minor (likely < $1 million),,PGIS
1.97705E+11,1977,5,1,0,,128,Mauritania,11,Sub-Saharan Africa,Tiris Zemmour,Zouerat,22.734151,-12.467545,,,,1,0,6,Hostage Taking (Kidnapping),18,Tourists,Polisario Front,,,,13,Unknown,2,,,0,,,0,,,,PGIS
1.97705E+11,1977,5,1,0,,217,United States,1,North America,California (U.S. State),Salinas,36.67088,-121.654819,,,,1,0,2,Armed Assault,6,Airports & Aircraft,Environmental Life Force,,,,8,Incendiary,0,,,0,,,1,,,,PGIS
1.97705E+11,1977,5,1,0,,128,Mauritania,11,Sub-Saharan Africa,Tiris Zemmour,Zouerat,22.734151,-12.467545,,,,1,0,2,Armed Assault,1,Business,Polisario Front,,,,5,Firearms,2,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97705E+11,1977,5,1,0,,217,United States,1,North America,Vermont (U.S. State),Burlington,44.47592,-73.213234,,"5/1/1977: Unknown perpetrators set fire to the Vermont Women's Health Center in Burlington, Vermont, United States.  There were no casualties but the building was destroyed resulting in over $100,000 in damages.",,1,0,7,Facility/Infrastructure Attack,5,Abortion Related,Anti-Abortion Activists,To protest the practice of abortion and to sabotage abortion facilities operating in Vermont.,-99,-99,8,Incendiary,0,0,0,0,0,0,1,3,Minor (likely < $1 million),"As a result of the attack, the women's health center was closed for seven months.  One year after this incident, a Molotov cocktail was thrown into the same abortion clinic (197805150005).",Anti-Abortion Project 2010
1.97705E+11,1977,5,2,0,,185,Spain,8,Western Europe,,Vallecas,40.375135,-3.606941,,,,0,0,2,Armed Assault,3,Police,Revolutionary Patriotic Anti-Fascist Front (FRAP),,3,,5,Firearms,0,,,2,,,0,,,,PGIS
1.97705E+11,1977,5,2,0,,185,Spain,8,Western Europe,,Torrejon De Ardoz,40.458904,-3.479771,,,1,0,0,3,Bombing/Explosion,4,Military,Revolutionary Patriotic Anti-Fascist Front (FRAP),,,,8,Incendiary,0,,,0,,,0,3,Minor (likely < $1 million),,PGIS
1.97705E+11,1977,5,2,0,,110,Lebanon,10,Middle East & North Africa,,Beirut,,,,,1,1,0,3,Bombing/Explosion,4,Military,Armenian Secret Army for the Liberation of Armenia,,,,6,Explosives/Bombs/Dynamite,0,,,0,,,1,,,,Armenian Website
1.97705E+11,1977,5,3,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Irish Republican Army (IRA),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97705E+11,1977,5,4,0,,209,Turkey,10,Middle East & North Africa,,Kadikly,,,,,,1,0,2,Armed Assault,3,Police,Unknown,,,,5,Firearms,2,,,0,,,0,,,,PGIS
1.97705E+11,1977,5,4,0,,209,Turkey,10,Middle East & North Africa,,Diyarbakir,,,,,,1,0,3,Bombing/Explosion,2,Government (General),Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97705E+11,1977,5,4,0,,98,Italy,8,Western Europe,,Rome,41.89052,12.494249,,,,1,0,2,Armed Assault,10,Journalists & Media,Red Brigades,,2,,5,Firearms,0,,,1,,,0,,,,PGIS
1.97705E+11,1977,5,5,0,,209,Turkey,10,Middle East & North Africa,,Istanbul,,,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97705E+11,1977,5,5,0,,209,Turkey,10,Middle East & North Africa,,Istanbul,,,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97705E+11,1977,5,5,0,,209,Turkey,10,Middle East & North Africa,,Istanbul,,,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,,,,,,,1,3,Minor (likely < $1 million),,PGIS
1.97705E+11,1977,5,5,0,,209,Turkey,10,Middle East & North Africa,,Istanbul,,,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,,,,PGIS
1.97705E+11,1977,5,5,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,1,Assassination,14,Private Citizens & Property,Irish Republican Army (IRA),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97705E+11,1977,5,6,0,,209,Turkey,10,Middle East & North Africa,,Antalya,,,,,,1,0,3,Bombing/Explosion,1,Business,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97705E+11,1977,5,8,0,,94,Iran,10,Middle East & North Africa,Tehran,Tehran,35.696442,51.422974,,,1,1,0,2,Armed Assault,4,Military,Unknown,,,,8,Incendiary,,,,,,,1,,,,PGIS
1.97705E+11,1977,5,8,0,,209,Turkey,10,Middle East & North Africa,,Istanbul,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,23,,,1,3,Minor (likely < $1 million),,PGIS
1.97705E+11,1977,5,8,0,,209,Turkey,10,Middle East & North Africa,,Tarsus,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,,,,,,,1,4,Unknown,,PGIS
1.97705E+11,1977,5,8,0,,209,Turkey,10,Middle East & North Africa,,Tarsus,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97705E+11,1977,5,8,0,,209,Turkey,10,Middle East & North Africa,,Tarsus,,,,,,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Unknown,,,,6,Explosives/Bombs/Dynamite,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,PGIS
1.97705E+11,1977,5,8,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Protestant Extremists,,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97705E+11,1977,5,10,0,,185,Spain,8,Western Europe,,Barcelona,41.387917,2.169919,,,,1,0,6,Hostage Taking (Kidnapping),1,Business,Unknown,,5,,13,Unknown,,,,,,,0,,,,PGIS
1.97705E+11,1977,5,10,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,,1,0,2,Armed Assault,14,Private Citizens & Property,Ulster Freedom Fighters (UFF),,,,5,Firearms,1,,,,,,0,,,,CAIN
1.97705E+11,1977,5,10,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Belfast,54.597269,-5.930109,,,1,1,0,3,Bombing/Explosion,4,Military,Ulster Volunteer Force (UVF),,,,6,Explosives/Bombs/Dynamite,1,,,,,,1,,,,CAIN
1.97705E+11,1977,5,10,0,,603,United Kingdom,8,Western Europe,Northern Ireland,Newtownabbey,54.684823,-5.965868,,,,0,0,3,Bombing/Explosion,17,Terrorists/Non-State Militia,Ulster Freedom Fighters (UFF),,,,8,Incendiary,1,,1,1,,1,1,,,,CAIN
1.97705E+11,1977,5,11,0,,362,West Germany (FRG),8,Western Europe,,West Berlin,52.505803,13.331741,,,,1,0,2,Armed Assault,2,Government (General),Revolutionary Cells,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
1.97705E+11,1977,5,11,0,,362,West Germany (FRG),8,Western Europe,,West Berlin,52.505803,13.331741,,,,1,0,2,Armed Assault,2,Government (General),Revolutionary Cells,,,,8,Incendiary,0,,,0,,,1,3,Minor (likely < $1 million),,PGIS
